task_id,task,deadline_days,complexity,resources,dependencies,priority,success,delay,gender,race/ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,task_length,deadline_urgency,resource_efficiency,start_delay,completion_time,abandoned
TASK-2212,Simulated task 2212 with 58 words,7,0.691,0.822,2,1,0,1,,,,,,,,,58.0,0.143,1.04,1.4000000000000001,7,1
TASK-2213,Simulated task 2213 with 47 words,10,0.976,0.535,4,1,0,1,,,,,,,,,47.0,0.1,0.497,2.0,10,1
TASK-2214,Simulated task 2214 with 80 words,30,0.523,0.527,0,4,1,0,,,,,,,,,80.0,0.133,0.847,0.0,30,0
TASK-2215,Simulated task 2215 with 101 words,10,0.493,0.287,1,1,0,0,,,,,,,,,101.0,0.1,0.483,0.0,10,0
TASK-2216,Simulated task 2216 with 83 words,25,0.509,0.468,3,4,0,0,,,,,,,,,83.0,0.16,0.768,0.0,25,0
TASK-2217,Simulated task 2217 with 55 words,15,0.545,0.661,3,5,1,1,,,,,,,,,55.0,0.333,1.025,3.0,15,0
TASK-2218,Simulated task 2218 with 50 words,6,0.354,0.453,0,4,1,0,,,,,,,,,50.0,0.667,0.998,0.0,6,0
TASK-2219,Simulated task 2219 with 80 words,24,0.275,0.183,0,2,1,0,,,,,,,,,80.0,0.083,0.487,0.0,24,0
TASK-2220,Simulated task 2220 with 85 words,2,0.429,0.763,1,3,1,1,,,,,,,,,85.0,1.5,1.441,0.4,2,0
TASK-2221,Simulated task 2221 with 43 words,8,0.531,0.773,7,5,0,1,,,,,,,,,43.0,0.625,1.226,1.6,8,1
TASK-2222,Simulated task 2222 with 57 words,25,0.3,0.775,3,2,1,0,,,,,,,,,57.0,0.08,1.936,0.0,25,0
TASK-2223,Simulated task 2223 with 67 words,20,0.231,0.369,3,2,0,1,,,,,,,,,67.0,0.1,1.115,4.0,20,1
TASK-2224,Simulated task 2224 with 76 words,15,0.412,0.595,4,3,0,1,,,,,,,,,76.0,0.2,1.162,3.0,15,1
TASK-2225,Simulated task 2225 with 71 words,21,0.233,0.66,4,2,1,1,,,,,,,,,71.0,0.095,1.98,4.2,21,0
TASK-2226,Simulated task 2226 with 66 words,21,0.634,0.749,3,3,1,0,,,,,,,,,66.0,0.143,1.019,0.0,21,0
TASK-2227,Simulated task 2227 with 61 words,18,0.1,0.754,0,4,1,0,,,,,,,,,61.0,0.222,3.771,0.0,18,0
TASK-2228,Simulated task 2228 with 98 words,5,0.266,0.247,3,5,0,1,,,,,,,,,98.0,1.0,0.674,1.0,5,1
TASK-2229,Simulated task 2229 with 49 words,25,0.783,1.0,1,5,1,0,,,,,,,,,49.0,0.2,1.133,0.0,25,0
TASK-2230,Simulated task 2230 with 58 words,4,0.456,0.298,3,5,0,1,,,,,,,,,58.0,1.25,0.536,0.8,4,1
TASK-2231,Simulated task 2231 with 75 words,10,0.537,0.192,1,3,0,1,,,,,,,,,75.0,0.3,0.302,2.0,10,1
TASK-2232,Simulated task 2232 with 52 words,19,0.474,0.1,3,3,0,1,,,,,,,,,52.0,0.158,0.174,3.8000000000000003,19,1
TASK-2233,Simulated task 2233 with 71 words,14,0.375,0.775,0,2,1,0,,,,,,,,,71.0,0.143,1.632,0.0,14,0
TASK-2234,Simulated task 2234 with 49 words,23,0.719,0.962,1,5,1,1,,,,,,,,,49.0,0.217,1.175,4.6000000000000005,23,0
TASK-2235,Simulated task 2235 with 44 words,24,0.386,0.442,0,2,1,0,,,,,,,,,44.0,0.083,0.91,0.0,24,0
TASK-2236,Simulated task 2236 with 120 words,13,0.334,0.158,7,4,0,1,,,,,,,,,120.0,0.308,0.364,2.6,13,1
TASK-2237,Simulated task 2237 with 58 words,29,0.631,0.819,1,2,1,1,,,,,,,,,58.0,0.069,1.119,5.800000000000001,29,0
TASK-2238,Simulated task 2238 with 95 words,10,0.114,0.276,3,5,0,1,,,,,,,,,95.0,0.5,1.288,2.0,10,1
TASK-2239,Simulated task 2239 with 106 words,22,0.443,0.755,3,3,1,0,,,,,,,,,106.0,0.136,1.39,0.0,22,0
TASK-2240,Simulated task 2240 with 80 words,6,0.396,0.369,5,2,0,1,,,,,,,,,80.0,0.333,0.743,1.2000000000000002,6,1
TASK-2241,Simulated task 2241 with 78 words,13,0.439,0.49,0,2,1,1,,,,,,,,,78.0,0.154,0.909,2.6,13,0
TASK-2242,Simulated task 2242 with 86 words,21,0.402,0.68,2,3,1,1,,,,,,,,,86.0,0.143,1.353,4.2,21,0
TASK-2243,Simulated task 2243 with 66 words,11,0.575,0.682,1,3,0,1,,,,,,,,,66.0,0.273,1.01,2.2,11,1
TASK-2244,Simulated task 2244 with 80 words,22,0.72,0.627,2,5,1,1,,,,,,,,,80.0,0.227,0.764,4.4,22,0
TASK-2245,Simulated task 2245 with 19 words,25,0.592,0.968,3,4,1,1,,,,,,,,,19.0,0.16,1.398,5.0,25,0
TASK-2246,Simulated task 2246 with 114 words,15,0.433,1.0,2,5,1,0,,,,,,,,,114.0,0.333,1.878,0.0,15,0
TASK-2247,Simulated task 2247 with 64 words,2,0.626,1.0,3,2,0,1,,,,,,,,,64.0,1.0,1.377,0.4,2,1
TASK-2248,Simulated task 2248 with 38 words,26,0.65,0.556,1,5,1,0,,,,,,,,,38.0,0.192,0.742,0.0,26,0
TASK-2249,Simulated task 2249 with 57 words,27,0.572,0.627,2,5,0,0,,,,,,,,,57.0,0.185,0.932,0.0,27,0
TASK-2250,Simulated task 2250 with 70 words,15,0.71,0.945,3,3,0,1,,,,,,,,,70.0,0.2,1.167,3.0,15,1
TASK-2251,Simulated task 2251 with 82 words,19,0.1,0.437,3,4,0,0,,,,,,,,,82.0,0.211,2.185,0.0,19,0
TASK-2252,Simulated task 2252 with 61 words,17,0.505,0.493,0,4,1,0,,,,,,,,,61.0,0.235,0.814,0.0,17,0
TASK-2253,Simulated task 2253 with 54 words,20,0.562,0.605,2,5,1,0,,,,,,,,,54.0,0.25,0.915,0.0,20,0
TASK-2254,Simulated task 2254 with 103 words,18,0.204,0.595,1,3,1,0,,,,,,,,,103.0,0.167,1.959,0.0,18,0
TASK-2255,Simulated task 2255 with 87 words,6,0.544,0.528,3,3,0,1,,,,,,,,,87.0,0.5,0.82,1.2000000000000002,6,1
TASK-2256,Simulated task 2256 with 85 words,15,0.683,0.366,1,2,0,0,,,,,,,,,85.0,0.133,0.468,0.0,15,0
TASK-2257,Simulated task 2257 with 54 words,29,0.455,0.814,1,1,1,0,,,,,,,,,54.0,0.034,1.465,0.0,29,0
TASK-2258,Simulated task 2258 with 38 words,17,0.631,0.503,2,2,0,0,,,,,,,,,38.0,0.118,0.688,0.0,17,0
TASK-2259,Simulated task 2259 with 40 words,24,0.705,0.639,1,2,1,0,,,,,,,,,40.0,0.083,0.794,0.0,24,0
TASK-2260,Simulated task 2260 with 56 words,26,0.768,0.598,2,2,0,1,,,,,,,,,56.0,0.077,0.689,5.2,26,1
TASK-2261,Simulated task 2261 with 40 words,22,0.732,0.769,2,1,1,1,,,,,,,,,40.0,0.045,0.924,4.4,22,0
TASK-2262,Simulated task 2262 with 87 words,9,0.773,0.714,2,3,0,1,,,,,,,,,87.0,0.333,0.818,1.8,9,1
TASK-2263,Simulated task 2263 with 61 words,12,0.4,0.536,2,3,1,1,,,,,,,,,61.0,0.25,1.072,2.4000000000000004,12,0
TASK-2264,Simulated task 2264 with 80 words,22,0.422,0.496,2,4,0,1,,,,,,,,,80.0,0.182,0.951,4.4,22,1
TASK-2265,Simulated task 2265 with 48 words,26,0.1,0.572,2,4,1,0,,,,,,,,,48.0,0.154,2.862,0.0,26,0
TASK-2266,Simulated task 2266 with 53 words,23,0.287,0.323,0,5,1,0,,,,,,,,,53.0,0.217,0.834,0.0,23,0
TASK-2267,Simulated task 2267 with 50 words,5,0.744,0.399,0,5,0,0,,,,,,,,,50.0,1.0,0.473,0.0,5,0
TASK-2268,Simulated task 2268 with 88 words,14,0.379,0.733,1,5,1,0,,,,,,,,,88.0,0.357,1.529,0.0,14,0
TASK-2269,Simulated task 2269 with 65 words,24,0.58,0.675,4,4,1,0,,,,,,,,,65.0,0.167,0.993,0.0,24,0
TASK-2270,Simulated task 2270 with 52 words,8,0.548,0.358,2,4,0,1,,,,,,,,,52.0,0.5,0.553,1.6,8,1
TASK-2271,Simulated task 2271 with 83 words,26,0.748,0.57,1,2,0,0,,,,,,,,,83.0,0.077,0.672,0.0,26,0
TASK-2272,Simulated task 2272 with 79 words,25,0.1,0.209,1,3,1,0,,,,,,,,,79.0,0.12,1.046,0.0,25,0
TASK-2273,Simulated task 2273 with 52 words,28,0.571,0.634,1,4,1,1,,,,,,,,,52.0,0.143,0.945,5.6000000000000005,28,0
TASK-2274,Simulated task 2274 with 67 words,22,0.567,0.516,1,1,0,0,,,,,,,,,67.0,0.045,0.773,0.0,22,0
TASK-2275,Simulated task 2275 with 65 words,17,0.328,1.0,1,2,1,0,,,,,,,,,65.0,0.118,2.334,0.0,17,0
TASK-2276,Simulated task 2276 with 47 words,9,0.692,0.747,1,1,0,1,,,,,,,,,47.0,0.111,0.943,1.8,9,1
TASK-2277,Simulated task 2277 with 39 words,3,0.22,0.362,2,1,1,1,,,,,,,,,39.0,0.333,1.13,0.6000000000000001,3,0
TASK-2278,Simulated task 2278 with 35 words,25,0.713,0.358,2,3,0,1,,,,,,,,,35.0,0.12,0.441,5.0,25,1
TASK-2279,Simulated task 2279 with 63 words,7,0.1,0.759,2,1,1,0,,,,,,,,,63.0,0.143,3.797,0.0,7,0
TASK-2280,Simulated task 2280 with 65 words,30,0.319,0.82,2,1,1,0,,,,,,,,,65.0,0.033,1.957,0.0,30,0
TASK-2281,Simulated task 2281 with 60 words,12,0.472,1.0,3,1,0,1,,,,,,,,,60.0,0.083,1.748,2.4000000000000004,12,1
TASK-2282,Simulated task 2282 with 45 words,29,0.544,0.889,1,1,1,0,,,,,,,,,45.0,0.034,1.382,0.0,29,0
TASK-2283,Simulated task 2283 with 31 words,3,0.126,0.719,0,2,0,0,,,,,,,,,31.0,0.667,3.177,0.0,3,0
TASK-2284,Simulated task 2284 with 67 words,9,0.709,0.956,0,2,1,0,,,,,,,,,67.0,0.222,1.182,0.0,9,0
TASK-2285,Simulated task 2285 with 73 words,14,0.651,0.619,1,3,0,0,,,,,,,,,73.0,0.214,0.824,0.0,14,0
TASK-2286,Simulated task 2286 with 68 words,23,0.881,0.608,4,3,0,1,,,,,,,,,68.0,0.13,0.619,4.6000000000000005,23,1
TASK-2287,Simulated task 2287 with 66 words,23,0.64,0.297,2,1,0,0,,,,,,,,,66.0,0.043,0.401,0.0,23,0
TASK-2288,Simulated task 2288 with 68 words,23,0.353,0.977,1,5,1,0,,,,,,,,,68.0,0.217,2.158,0.0,23,0
TASK-2289,Simulated task 2289 with 58 words,18,0.286,0.633,0,1,1,0,,,,,,,,,58.0,0.056,1.641,0.0,18,0
TASK-2290,Simulated task 2290 with 42 words,11,0.416,0.575,2,1,0,0,,,,,,,,,42.0,0.091,1.115,0.0,11,0
TASK-2291,Simulated task 2291 with 48 words,4,0.936,0.401,5,3,0,1,,,,,,,,,48.0,0.75,0.387,0.8,4,1
TASK-2292,Simulated task 2292 with 44 words,26,0.51,0.906,1,4,1,0,,,,,,,,,44.0,0.154,1.487,0.0,26,0
TASK-2293,Simulated task 2293 with 89 words,8,0.518,0.847,5,3,0,1,,,,,,,,,89.0,0.375,1.37,1.6,8,1
TASK-2294,Simulated task 2294 with 68 words,28,0.776,0.374,1,2,0,0,,,,,,,,,68.0,0.071,0.427,0.0,28,0
TASK-2295,Simulated task 2295 with 62 words,18,0.267,0.728,1,3,1,1,,,,,,,,,62.0,0.167,1.982,3.6,18,0
TASK-2296,Simulated task 2296 with 71 words,13,0.608,0.799,3,4,1,0,,,,,,,,,71.0,0.308,1.129,0.0,13,0
TASK-2297,Simulated task 2297 with 82 words,4,0.603,0.288,6,1,0,1,,,,,,,,,82.0,0.25,0.41,0.8,4,1
TASK-2298,Simulated task 2298 with 82 words,10,0.691,0.76,1,4,0,0,,,,,,,,,82.0,0.4,0.961,0.0,10,0
TASK-2299,Simulated task 2299 with 53 words,8,0.67,0.71,5,3,0,1,,,,,,,,,53.0,0.375,0.922,1.6,8,1
TASK-2300,Simulated task 2300 with 68 words,12,0.488,0.756,1,5,1,0,,,,,,,,,68.0,0.417,1.285,0.0,12,0
TASK-2301,Simulated task 2301 with 55 words,19,0.223,1.0,2,2,1,1,,,,,,,,,55.0,0.105,3.092,3.8000000000000003,19,0
TASK-2302,Simulated task 2302 with 75 words,12,0.387,1.0,4,4,0,1,,,,,,,,,75.0,0.333,2.053,2.4000000000000004,12,1
TASK-2303,Simulated task 2303 with 72 words,22,0.668,0.909,2,3,1,1,,,,,,,,,72.0,0.136,1.183,4.4,22,0
TASK-2304,Simulated task 2304 with 50 words,28,0.871,0.665,1,1,1,0,,,,,,,,,50.0,0.036,0.685,0.0,28,0
TASK-2305,Simulated task 2305 with 47 words,2,0.255,0.76,3,3,0,1,,,,,,,,,47.0,1.5,2.137,0.4,2,1
TASK-2306,Simulated task 2306 with 80 words,24,0.242,0.709,1,1,1,0,,,,,,,,,80.0,0.042,2.07,0.0,24,0
TASK-2307,Simulated task 2307 with 66 words,8,0.185,1.0,1,5,1,1,,,,,,,,,66.0,0.625,3.506,1.6,8,0
TASK-2308,Simulated task 2308 with 59 words,28,0.347,0.634,1,2,1,0,,,,,,,,,59.0,0.071,1.42,0.0,28,0
TASK-2309,Simulated task 2309 with 67 words,13,0.69,0.496,0,4,0,0,,,,,,,,,67.0,0.308,0.629,0.0,13,0
TASK-2310,Simulated task 2310 with 53 words,1,0.763,0.737,0,3,1,0,,,,,,,,,53.0,3.0,0.854,0.0,1,0
TASK-2311,Simulated task 2311 with 46 words,3,0.1,1.0,1,3,1,1,,,,,,,,,46.0,1.0,5.0,0.6000000000000001,3,0
TASK-2312,Simulated task 2312 with 55 words,30,0.259,0.358,2,4,1,0,,,,,,,,,55.0,0.133,0.997,0.0,30,0
TASK-2313,Simulated task 2313 with 50 words,2,0.222,0.432,1,1,0,1,,,,,,,,,50.0,0.5,1.344,0.4,2,1
TASK-2314,Simulated task 2314 with 88 words,23,0.326,0.418,2,2,1,0,,,,,,,,,88.0,0.087,0.981,0.0,23,0
TASK-2315,Simulated task 2315 with 66 words,23,0.456,0.301,1,5,1,0,,,,,,,,,66.0,0.217,0.541,0.0,23,0
TASK-2316,Simulated task 2316 with 80 words,20,0.421,0.362,1,4,0,0,,,,,,,,,80.0,0.2,0.696,0.0,20,0
TASK-2317,Simulated task 2317 with 72 words,28,0.603,0.835,0,2,1,0,,,,,,,,,72.0,0.071,1.188,0.0,28,0
TASK-2318,Simulated task 2318 with 54 words,28,0.115,0.655,2,3,1,0,,,,,,,,,54.0,0.107,3.051,0.0,28,0
TASK-2319,Simulated task 2319 with 102 words,8,0.396,0.277,1,2,0,1,,,,,,,,,102.0,0.25,0.558,1.6,8,1
TASK-2320,Simulated task 2320 with 39 words,3,0.773,0.771,1,5,0,0,,,,,,,,,39.0,1.667,0.883,0.0,3,0
TASK-2321,Simulated task 2321 with 83 words,30,0.781,0.686,5,2,1,0,,,,,,,,,83.0,0.067,0.779,0.0,30,0
TASK-2322,Simulated task 2322 with 56 words,25,0.833,0.838,0,3,1,0,,,,,,,,,56.0,0.12,0.898,0.0,25,0
TASK-2323,Simulated task 2323 with 42 words,21,0.579,0.449,3,5,1,1,,,,,,,,,42.0,0.238,0.662,4.2,21,0
TASK-2324,Simulated task 2324 with 80 words,30,0.369,0.293,1,5,0,0,,,,,,,,,80.0,0.167,0.625,0.0,30,0
TASK-2325,Simulated task 2325 with 81 words,29,0.535,0.77,1,5,1,0,,,,,,,,,81.0,0.172,1.213,0.0,29,0
TASK-2326,Simulated task 2326 with 56 words,15,1.0,0.806,1,3,0,0,,,,,,,,,56.0,0.2,0.733,0.0,15,0
TASK-2327,Simulated task 2327 with 47 words,30,0.394,0.324,4,1,0,1,,,,,,,,,47.0,0.033,0.656,6.0,30,1
TASK-2328,Simulated task 2328 with 76 words,2,0.867,0.66,2,3,1,1,,,,,,,,,76.0,1.5,0.682,0.4,2,0
TASK-2329,Simulated task 2329 with 31 words,25,0.1,0.446,2,1,1,0,,,,,,,,,31.0,0.04,2.23,0.0,25,0
TASK-2330,Simulated task 2330 with 45 words,17,0.614,0.843,2,1,1,0,,,,,,,,,45.0,0.059,1.18,0.0,17,0
TASK-2331,Simulated task 2331 with 78 words,27,0.629,0.766,4,3,1,1,,,,,,,,,78.0,0.111,1.049,5.4,27,0
TASK-2332,Simulated task 2332 with 93 words,24,0.575,0.905,4,2,1,1,,,,,,,,,93.0,0.083,1.341,4.800000000000001,24,0
TASK-2333,Simulated task 2333 with 67 words,6,0.588,0.39,2,3,0,1,,,,,,,,,67.0,0.5,0.567,1.2000000000000002,6,1
TASK-2334,Simulated task 2334 with 94 words,28,0.605,0.428,4,5,0,1,,,,,,,,,94.0,0.179,0.607,5.6000000000000005,28,1
TASK-2335,Simulated task 2335 with 78 words,1,0.614,0.507,1,2,0,1,,,,,,,,,78.0,2.0,0.711,0.2,1,1
TASK-2336,Simulated task 2336 with 90 words,30,0.434,0.467,1,4,1,0,,,,,,,,,90.0,0.133,0.876,0.0,30,0
TASK-2337,Simulated task 2337 with 55 words,4,0.446,0.692,1,4,1,0,,,,,,,,,55.0,1.0,1.268,0.0,4,0
TASK-2338,Simulated task 2338 with 61 words,19,0.228,0.331,2,4,1,0,,,,,,,,,61.0,0.211,1.009,0.0,19,0
TASK-2339,Simulated task 2339 with 67 words,7,0.646,0.98,5,5,0,1,,,,,,,,,67.0,0.714,1.313,1.4000000000000001,7,1
TASK-2340,Simulated task 2340 with 92 words,23,0.76,1.0,2,5,1,1,,,,,,,,,92.0,0.217,1.162,4.6000000000000005,23,0
TASK-2341,Simulated task 2341 with 40 words,22,0.849,0.877,1,1,1,0,,,,,,,,,40.0,0.045,0.925,0.0,22,0
TASK-2342,Simulated task 2342 with 69 words,14,0.336,0.725,3,5,1,1,,,,,,,,,69.0,0.357,1.664,2.8000000000000003,14,0
TASK-2343,Simulated task 2343 with 66 words,26,0.155,0.569,3,1,1,0,,,,,,,,,66.0,0.038,2.231,0.0,26,0
TASK-2344,Simulated task 2344 with 85 words,14,0.575,0.647,3,4,0,0,,,,,,,,,85.0,0.286,0.958,0.0,14,0
TASK-2345,Simulated task 2345 with 61 words,10,0.269,0.411,0,3,1,0,,,,,,,,,61.0,0.3,1.114,0.0,10,0
TASK-2346,Simulated task 2346 with 54 words,28,0.614,0.639,2,3,1,1,,,,,,,,,54.0,0.107,0.895,5.6000000000000005,28,0
TASK-2347,Simulated task 2347 with 56 words,24,0.1,0.684,0,5,1,0,,,,,,,,,56.0,0.208,3.419,0.0,24,0
TASK-2348,Simulated task 2348 with 45 words,7,0.717,0.394,5,4,0,1,,,,,,,,,45.0,0.571,0.482,1.4000000000000001,7,1
TASK-2349,Simulated task 2349 with 49 words,16,0.531,1.0,2,4,1,0,,,,,,,,,49.0,0.25,1.586,0.0,16,0
TASK-2350,Simulated task 2350 with 70 words,4,0.116,0.579,3,1,0,1,,,,,,,,,70.0,0.25,2.684,0.8,4,1
TASK-2351,Simulated task 2351 with 118 words,7,0.561,0.343,6,1,0,1,,,,,,,,,118.0,0.143,0.519,1.4000000000000001,7,1
TASK-2352,Simulated task 2352 with 70 words,15,0.519,0.549,1,4,1,0,,,,,,,,,70.0,0.267,0.886,0.0,15,0
TASK-2353,Simulated task 2353 with 60 words,17,0.605,0.449,3,5,0,0,,,,,,,,,60.0,0.294,0.638,0.0,17,0
TASK-2354,Simulated task 2354 with 83 words,3,0.66,0.39,5,5,0,1,,,,,,,,,83.0,1.667,0.513,0.6000000000000001,3,1
TASK-2355,Simulated task 2355 with 58 words,16,0.1,0.993,1,4,1,1,,,,,,,,,58.0,0.25,4.964,3.2,16,0
TASK-2356,Simulated task 2356 with 46 words,2,0.406,0.602,3,3,0,1,,,,,,,,,46.0,1.5,1.191,0.4,2,1
TASK-2357,Simulated task 2357 with 51 words,7,0.482,0.857,2,3,1,0,,,,,,,,,51.0,0.429,1.473,0.0,7,0
TASK-2358,Simulated task 2358 with 86 words,25,0.441,0.703,2,1,1,0,,,,,,,,,86.0,0.04,1.299,0.0,25,0
TASK-2359,Simulated task 2359 with 66 words,16,0.43,0.719,3,4,1,1,,,,,,,,,66.0,0.25,1.357,3.2,16,0
TASK-2360,Simulated task 2360 with 30 words,21,0.711,0.597,1,3,1,1,,,,,,,,,30.0,0.143,0.736,4.2,21,0
TASK-2361,Simulated task 2361 with 85 words,9,0.154,0.492,2,5,1,1,,,,,,,,,85.0,0.556,1.939,1.8,9,0
TASK-2362,Simulated task 2362 with 73 words,12,0.442,0.925,3,2,1,1,,,,,,,,,73.0,0.167,1.708,2.4000000000000004,12,0
TASK-2363,Simulated task 2363 with 103 words,29,0.458,0.764,1,2,1,0,,,,,,,,,103.0,0.069,1.369,0.0,29,0
TASK-2364,Simulated task 2364 with 52 words,24,0.478,0.555,0,4,1,0,,,,,,,,,52.0,0.167,0.96,0.0,24,0
TASK-2365,Simulated task 2365 with 60 words,1,0.305,0.849,2,1,1,0,,,,,,,,,60.0,1.0,2.098,0.0,1,0
TASK-2366,Simulated task 2366 with 43 words,14,0.928,0.978,1,2,1,0,,,,,,,,,43.0,0.143,0.951,0.0,14,0
TASK-2367,Simulated task 2367 with 64 words,11,0.696,0.692,3,5,0,1,,,,,,,,,64.0,0.455,0.869,2.2,11,1
TASK-2368,Simulated task 2368 with 98 words,18,0.942,0.988,4,5,0,1,,,,,,,,,98.0,0.278,0.948,3.6,18,1
TASK-2369,Simulated task 2369 with 52 words,22,0.628,0.481,1,5,1,0,,,,,,,,,52.0,0.227,0.66,0.0,22,0
TASK-2370,Simulated task 2370 with 89 words,5,0.652,0.375,5,2,0,1,,,,,,,,,89.0,0.4,0.498,1.0,5,1
TASK-2371,Simulated task 2371 with 82 words,15,0.499,0.514,3,3,0,1,,,,,,,,,82.0,0.2,0.858,3.0,15,1
TASK-2372,Simulated task 2372 with 108 words,27,0.813,0.61,0,5,1,0,,,,,,,,,108.0,0.185,0.669,0.0,27,0
TASK-2373,Simulated task 2373 with 60 words,7,0.613,0.989,2,1,1,1,,,,,,,,,60.0,0.143,1.387,1.4000000000000001,7,0
TASK-2374,Simulated task 2374 with 45 words,25,0.462,0.505,0,4,1,0,,,,,,,,,45.0,0.16,0.898,0.0,25,0
TASK-2375,Simulated task 2375 with 43 words,14,0.869,0.696,2,4,1,0,,,,,,,,,43.0,0.286,0.718,0.0,14,0
TASK-2376,Simulated task 2376 with 85 words,20,0.239,0.875,0,4,1,0,,,,,,,,,85.0,0.2,2.579,0.0,20,0
TASK-2377,Simulated task 2377 with 65 words,8,0.354,0.717,1,3,0,0,,,,,,,,,65.0,0.375,1.58,0.0,8,0
TASK-2378,Simulated task 2378 with 88 words,4,1.0,0.477,0,4,0,0,,,,,,,,,88.0,1.0,0.433,0.0,4,0
TASK-2379,Simulated task 2379 with 111 words,3,0.634,0.28,1,4,0,1,,,,,,,,,111.0,1.333,0.382,0.6000000000000001,3,1
TASK-2380,Simulated task 2380 with 68 words,12,0.1,0.905,5,2,1,1,,,,,,,,,68.0,0.167,4.524,2.4000000000000004,12,0
TASK-2381,Simulated task 2381 with 101 words,18,0.704,0.337,2,3,0,1,,,,,,,,,101.0,0.167,0.419,3.6,18,1
TASK-2382,Simulated task 2382 with 72 words,24,0.295,0.505,3,3,1,0,,,,,,,,,72.0,0.125,1.278,0.0,24,0
TASK-2383,Simulated task 2383 with 78 words,15,0.385,0.608,0,2,1,0,,,,,,,,,78.0,0.133,1.254,0.0,15,0
TASK-2384,Simulated task 2384 with 64 words,11,1.0,0.916,1,1,0,1,,,,,,,,,64.0,0.091,0.833,2.2,11,1
TASK-2385,Simulated task 2385 with 67 words,24,0.831,0.849,3,4,0,1,,,,,,,,,67.0,0.167,0.912,4.800000000000001,24,1
TASK-2386,Simulated task 2386 with 49 words,11,0.9,0.637,4,1,0,1,,,,,,,,,49.0,0.091,0.637,2.2,11,1
TASK-2387,Simulated task 2387 with 144 words,12,0.379,0.903,3,2,1,1,,,,,,,,,144.0,0.167,1.887,2.4000000000000004,12,0
TASK-2388,Simulated task 2388 with 73 words,19,0.442,0.958,4,2,1,1,,,,,,,,,73.0,0.105,1.769,3.8000000000000003,19,0
TASK-2389,Simulated task 2389 with 40 words,17,0.544,0.481,0,2,1,0,,,,,,,,,40.0,0.118,0.747,0.0,17,0
TASK-2390,Simulated task 2390 with 59 words,29,0.674,0.502,4,2,1,1,,,,,,,,,59.0,0.069,0.648,5.800000000000001,29,0
TASK-2391,Simulated task 2391 with 73 words,6,0.432,0.787,1,5,1,0,,,,,,,,,73.0,0.833,1.481,0.0,6,0
TASK-2392,Simulated task 2392 with 77 words,21,0.876,1.0,3,2,0,1,,,,,,,,,77.0,0.095,1.025,4.2,21,1
TASK-2393,Simulated task 2393 with 90 words,8,0.598,0.426,1,1,0,0,,,,,,,,,90.0,0.125,0.611,0.0,8,0
TASK-2394,Simulated task 2394 with 78 words,15,0.798,0.139,2,2,0,1,,,,,,,,,78.0,0.133,0.155,3.0,15,1
TASK-2395,Simulated task 2395 with 70 words,22,0.344,0.762,2,1,1,1,,,,,,,,,70.0,0.045,1.717,4.4,22,0
TASK-2396,Simulated task 2396 with 91 words,20,0.416,0.941,3,2,1,1,,,,,,,,,91.0,0.1,1.823,4.0,20,0
TASK-2397,Simulated task 2397 with 63 words,26,0.549,0.632,4,2,0,1,,,,,,,,,63.0,0.077,0.974,5.2,26,1
TASK-2398,Simulated task 2398 with 73 words,10,0.408,1.0,0,5,1,0,,,,,,,,,73.0,0.5,1.968,0.0,10,0
TASK-2399,Simulated task 2399 with 67 words,28,0.71,0.391,4,2,0,1,,,,,,,,,67.0,0.071,0.483,5.6000000000000005,28,1
TASK-2400,Simulated task 2400 with 78 words,15,0.714,0.414,3,4,0,1,,,,,,,,,78.0,0.267,0.509,3.0,15,1
TASK-2401,Simulated task 2401 with 57 words,12,0.452,0.411,5,5,1,1,,,,,,,,,57.0,0.417,0.744,2.4000000000000004,12,0
TASK-2402,Simulated task 2402 with 60 words,11,0.632,0.622,5,5,0,1,,,,,,,,,60.0,0.455,0.85,2.2,11,1
TASK-2403,Simulated task 2403 with 44 words,18,0.908,0.628,2,4,1,0,,,,,,,,,44.0,0.222,0.622,0.0,18,0
TASK-2404,Simulated task 2404 with 54 words,24,0.709,0.408,1,5,1,0,,,,,,,,,54.0,0.208,0.504,0.0,24,0
TASK-2405,Simulated task 2405 with 48 words,5,0.63,0.881,0,2,1,0,,,,,,,,,48.0,0.4,1.206,0.0,5,0
TASK-2406,Simulated task 2406 with 72 words,12,0.759,0.667,1,4,0,0,,,,,,,,,72.0,0.333,0.776,0.0,12,0
TASK-2407,Simulated task 2407 with 72 words,24,0.836,0.341,4,2,0,1,,,,,,,,,72.0,0.083,0.365,4.800000000000001,24,1
TASK-2408,Simulated task 2408 with 74 words,5,0.804,0.753,3,5,0,1,,,,,,,,,74.0,1.0,0.834,1.0,5,1
TASK-2409,Simulated task 2409 with 73 words,22,0.486,0.495,3,3,1,1,,,,,,,,,73.0,0.136,0.845,4.4,22,0
TASK-2410,Simulated task 2410 with 80 words,29,0.68,0.625,1,4,0,0,,,,,,,,,80.0,0.138,0.801,0.0,29,0
TASK-2411,Simulated task 2411 with 73 words,10,0.44,0.822,5,1,0,1,,,,,,,,,73.0,0.1,1.521,2.0,10,1
TASK-2412,Simulated task 2412 with 55 words,14,0.489,0.85,3,5,1,1,,,,,,,,,55.0,0.357,1.442,2.8000000000000003,14,0
